title,rating,body,review_text,cleaned_text
Best device under 10k segment from SAMSUNG.,5,Display is HD+ with TFT panel but it doesn't feel like TFT rather it feels IPS LCD HD+ panel! Good move Samsung! But other brands providing IPS LCD FHD+ 90hz in this 12k segment from Other brands! But initially it's good.,Best device under 10k segment from SAMSUNG. Display is HD+ with TFT panel but it doesn't feel like TFT rather it feels IPS LCD HD+ panel! Good move Samsung! But other brands providing IPS LCD FHD+ 90hz in this 12k segment from Other brands! But initially it's good.,"Counter({'but': 3, 'it': 3, 'segment': 2, 'from': 2, 'samsung': 2, 'hd': 2, 'tft': 2, 'panel': 2, 'ips': 2, 'lcd': 2, 'good': 2, 'other': 2, 'brands': 2, 'best': 1, 'device': 1, 'under': 1, '10k': 1, 'display': 1, 'is': 1, 'with': 1, 'doesn': 1, 't': 1, 'feel': 1, 'like': 1, 'rather': 1, 'feels': 1, 'move': 1, 'providing': 1, 'fhd': 1, '90hz': 1, 'in': 1, 'this': 1, '12k': 1, 'initially': 1, 's': 1})"
Excellent All rounder,5,"1 month since I bought it, excellent all rounder. Great performance, fast, nice camera for d price.Battery is too good, easily lasts 2 days with medium usage.I don't play games, so can't comment on Game performance.Camera is not d best, but for this price, I didn't expect much. Daylight pictures are really great. Video quality is also good.","Excellent All rounder 1 month since I bought it, excellent all rounder. Great performance, fast, nice camera for d price.Battery is too good, easily lasts 2 days with medium usage.I don't play games, so can't comment on Game performance.Camera is not d best, but for this price, I didn't expect much. Daylight pictures are really great. Video quality is also good.","Counter({'i': 3, 'is': 3, 't': 3, 'excellent': 2, 'all': 2, 'rounder': 2, 'great': 2, 'performance': 2, 'camera': 2, 'for': 2, 'd': 2, 'price': 2, 'good': 2, '1': 1, 'month': 1, 'since': 1, 'bought': 1, 'it': 1, 'fast': 1, 'nice': 1, 'battery': 1, 'too': 1, 'easily': 1, 'lasts': 1, '2': 1, 'days': 1, 'with': 1, 'medium': 1, 'usage': 1, 'don': 1, 'play': 1, 'games': 1, 'so': 1, 'can': 1, 'comment': 1, 'on': 1, 'game': 1, 'not': 1, 'best': 1, 'but': 1, 'this': 1, 'didn': 1, 'expect': 1, 'much': 1, 'daylight': 1, 'pictures': 1, 'are': 1, 'really': 1, 'video': 1, 'quality': 1, 'also': 1})"
Battery Backup is awesome. Straight 2 days for only calls.,5,I liked the battery backup of the phone and performance is so far good as it is being used by my parents. BEST phone for parents. Takes 2 hours to go from 0-100%. And please don't buy this phone if you are photogenic or require gaming efficiency,Battery Backup is awesome. Straight 2 days for only calls. I liked the battery backup of the phone and performance is so far good as it is being used by my parents. BEST phone for parents. Takes 2 hours to go from 0-100%. And please don't buy this phone if you are photogenic or require gaming efficiency,"Counter({'is': 3, 'phone': 3, 'battery': 2, 'backup': 2, '2': 2, 'for': 2, 'the': 2, 'and': 2, 'parents': 2, 'awesome': 1, 'straight': 1, 'days': 1, 'only': 1, 'calls': 1, 'i': 1, 'liked': 1, 'of': 1, 'performance': 1, 'so': 1, 'far': 1, 'good': 1, 'as': 1, 'it': 1, 'being': 1, 'used': 1, 'by': 1, 'my': 1, 'best': 1, 'takes': 1, 'hours': 1, 'to': 1, 'go': 1, 'from': 1, '0': 1, '100': 1, 'please': 1, 'don': 1, 't': 1, 'buy': 1, 'this': 1, 'if': 1, 'you': 1, 'are': 1, 'photogenic': 1, 'or': 1, 'require': 1, 'gaming': 1, 'efficiency': 1})"
"Phone is best,but ....",4,"Mobile is nice5 star in Battery Life5 star in other specs4 star in camera3.5 star in optimization.The optimization is bad due to OneUI. Samsung hasn't made a good UI. It is not optimised. The camera is better,but it don't have more modes while it's competitor Redmi 9 Power have nice camera modes. This mobile is best in all types just the Camera and OneUI is not good","Phone is best,but .... Mobile is nice5 star in Battery Life5 star in other specs4 star in camera3.5 star in optimization.The optimization is bad due to OneUI. Samsung hasn't made a good UI. It is not optimised. The camera is better,but it don't have more modes while it's competitor Redmi 9 Power have nice camera modes. This mobile is best in all types just the Camera and OneUI is not good","Counter({'is': 7, 'in': 5, 'star': 4, 'the': 3, 'it': 3, 'camera': 3, 'best': 2, 'but': 2, 'mobile': 2, 'optimization': 2, 'oneui': 2, 't': 2, 'good': 2, 'not': 2, 'have': 2, 'modes': 2, 'phone': 1, 'nice5': 1, 'battery': 1, 'life5': 1, 'other': 1, 'specs4': 1, 'camera3': 1, '5': 1, 'bad': 1, 'due': 1, 'to': 1, 'samsung': 1, 'hasn': 1, 'made': 1, 'a': 1, 'ui': 1, 'optimised': 1, 'better': 1, 'don': 1, 'more': 1, 'while': 1, 's': 1, 'competitor': 1, 'redmi': 1, '9': 1, 'power': 1, 'nice': 1, 'this': 1, 'all': 1, 'types': 1, 'just': 1, 'and': 1})"
This one really affordable and great facilities.,5,I used in and really the feelings was great. It is smooth no hang or down occours. Storage and new camera facility was just good and little bit mora upgarde to the camera needed I think 'Slow motion operation '. Over experience was great. You all have to try it once. For gamers it may little not good as the processor is getting some lapse while using heavy games.My experience was best because with this amount the mobile provides a lot.,This one really affordable and great facilities. I used in and really the feelings was great. It is smooth no hang or down occours. Storage and new camera facility was just good and little bit mora upgarde to the camera needed I think 'Slow motion operation '. Over experience was great. You all have to try it once. For gamers it may little not good as the processor is getting some lapse while using heavy games.My experience was best because with this amount the mobile provides a lot.,"Counter({'and': 4, 'the': 4, 'was': 4, 'great': 3, 'it': 3, 'this': 2, 'really': 2, 'i': 2, 'is': 2, 'camera': 2, 'good': 2, 'little': 2, 'to': 2, 'experience': 2, 'one': 1, 'affordable': 1, 'facilities': 1, 'used': 1, 'in': 1, 'feelings': 1, 'smooth': 1, 'no': 1, 'hang': 1, 'or': 1, 'down': 1, 'occours': 1, 'storage': 1, 'new': 1, 'facility': 1, 'just': 1, 'bit': 1, 'mora': 1, 'upgarde': 1, 'needed': 1, 'think': 1, 'slow': 1, 'motion': 1, 'operation': 1, 'over': 1, 'you': 1, 'all': 1, 'have': 1, 'try': 1, 'once': 1, 'for': 1, 'gamers': 1, 'may': 1, 'not': 1, 'as': 1, 'processor': 1, 'getting': 1, 'some': 1, 'lapse': 1, 'while': 1, 'using': 1, 'heavy': 1, 'games': 1, 'my': 1, 'best': 1, 'because': 1, 'with': 1, 'amount': 1, 'mobile': 1, 'provides': 1, 'a': 1, 'lot': 1})"
Average experience,3,"At this price, I expect atleast a little better phone. First of all, the processor is slow and lagging. The camera quality is very bad. I mean ""very"" bad so think about what are the essential things you definitely need before buying. Battery life is fine. Look is average because its quite thick than other models. Overall, I think its okay for general purposes but not a good phone to have.","Average experience At this price, I expect atleast a little better phone. First of all, the processor is slow and lagging. The camera quality is very bad. I mean ""very"" bad so think about what are the essential things you definitely need before buying. Battery life is fine. Look is average because its quite thick than other models. Overall, I think its okay for general purposes but not a good phone to have.","Counter({'is': 4, 'i': 3, 'the': 3, 'average': 2, 'a': 2, 'phone': 2, 'very': 2, 'bad': 2, 'think': 2, 'its': 2, 'experience': 1, 'at': 1, 'this': 1, 'price': 1, 'expect': 1, 'atleast': 1, 'little': 1, 'better': 1, 'first': 1, 'of': 1, 'all': 1, 'processor': 1, 'slow': 1, 'and': 1, 'lagging': 1, 'camera': 1, 'quality': 1, 'mean': 1, 'so': 1, 'about': 1, 'what': 1, 'are': 1, 'essential': 1, 'things': 1, 'you': 1, 'definitely': 1, 'need': 1, 'before': 1, 'buying': 1, 'battery': 1, 'life': 1, 'fine': 1, 'look': 1, 'because': 1, 'quite': 1, 'thick': 1, 'than': 1, 'other': 1, 'models': 1, 'overall': 1, 'okay': 1, 'for': 1, 'general': 1, 'purposes': 1, 'but': 1, 'not': 1, 'good': 1, 'to': 1, 'have': 1})"
Dull display images. Does not show true colours,2,I bought the phone yesterday. There is a problem with the display and image quality view in this phone. Images appers yellowish and dull. I am thinking of returing the phone.,Dull display images. Does not show true colours I bought the phone yesterday. There is a problem with the display and image quality view in this phone. Images appers yellowish and dull. I am thinking of returing the phone.,"Counter({'the': 3, 'phone': 3, 'dull': 2, 'display': 2, 'images': 2, 'i': 2, 'and': 2, 'does': 1, 'not': 1, 'show': 1, 'true': 1, 'colours': 1, 'bought': 1, 'yesterday': 1, 'there': 1, 'is': 1, 'a': 1, 'problem': 1, 'with': 1, 'image': 1, 'quality': 1, 'view': 1, 'in': 1, 'this': 1, 'appers': 1, 'yellowish': 1, 'am': 1, 'thinking': 1, 'of': 1, 'returing': 1})"
Value for money,4,"I think this product is not bad. Those who don't want to take a lot of selfi but want to use Phone for call, to listen music and to watch videos - they can try this M12 .Yes Phone looks slightly heavy but overall good in this price range","Value for money I think this product is not bad. Those who don't want to take a lot of selfi but want to use Phone for call, to listen music and to watch videos - they can try this M12 .Yes Phone looks slightly heavy but overall good in this price range","Counter({'to': 4, 'this': 3, 'for': 2, 'want': 2, 'but': 2, 'phone': 2, 'value': 1, 'money': 1, 'i': 1, 'think': 1, 'product': 1, 'is': 1, 'not': 1, 'bad': 1, 'those': 1, 'who': 1, 'don': 1, 't': 1, 'take': 1, 'a': 1, 'lot': 1, 'of': 1, 'selfi': 1, 'use': 1, 'call': 1, 'listen': 1, 'music': 1, 'and': 1, 'watch': 1, 'videos': 1, 'they': 1, 'can': 1, 'try': 1, 'm12': 1, 'yes': 1, 'looks': 1, 'slightly': 1, 'heavy': 1, 'overall': 1, 'good': 1, 'in': 1, 'price': 1, 'range': 1})"
Warranty issue,3,I have purchased a samsung M12 mobile and 6 months free screen replacement warranty added for prime member at that I am also prime member so this benefit added.After 2 week mobile was Fall down and screen was damaged.So I went to samsung service center and claim the warranty but my mobile insurance plan was not activated so you will be bay and change the screen.Last 25 days I am try to activate my plan but problem was solved upto date.So please solve the problem quickly,Warranty issue I have purchased a samsung M12 mobile and 6 months free screen replacement warranty added for prime member at that I am also prime member so this benefit added.After 2 week mobile was Fall down and screen was damaged.So I went to samsung service center and claim the warranty but my mobile insurance plan was not activated so you will be bay and change the screen.Last 25 days I am try to activate my plan but problem was solved upto date.So please solve the problem quickly,"Counter({'i': 4, 'and': 4, 'so': 4, 'was': 4, 'warranty': 3, 'mobile': 3, 'screen': 3, 'the': 3, 'samsung': 2, 'added': 2, 'prime': 2, 'member': 2, 'am': 2, 'to': 2, 'but': 2, 'my': 2, 'plan': 2, 'problem': 2, 'issue': 1, 'have': 1, 'purchased': 1, 'a': 1, 'm12': 1, '6': 1, 'months': 1, 'free': 1, 'replacement': 1, 'for': 1, 'at': 1, 'that': 1, 'also': 1, 'this': 1, 'benefit': 1, 'after': 1, '2': 1, 'week': 1, 'fall': 1, 'down': 1, 'damaged': 1, 'went': 1, 'service': 1, 'center': 1, 'claim': 1, 'insurance': 1, 'not': 1, 'activated': 1, 'you': 1, 'will': 1, 'be': 1, 'bay': 1, 'change': 1, 'last': 1, '25': 1, 'days': 1, 'try': 1, 'activate': 1, 'solved': 1, 'upto': 1, 'date': 1, 'please': 1, 'solve': 1, 'quickly': 1})"
Not value for money,2,Bad in charging ( not a fast charging  phone take 4 to5 hours for charging)Also battery back is not good enough  drained in 8 hours similar as my earlier  phone .Screen display also not up to mark. ( pixels  are average)Sound quality  in both speakers is bad ( voice clarity  not good)Also phone is slow while operating ( taking pause while using)There are  good option other brands at similar  prices,Not value for money Bad in charging ( not a fast charging  phone take 4 to5 hours for charging)Also battery back is not good enough  drained in 8 hours similar as my earlier  phone .Screen display also not up to mark. ( pixels  are average)Sound quality  in both speakers is bad ( voice clarity  not good)Also phone is slow while operating ( taking pause while using)There are  good option other brands at similar  prices,"Counter({'not': 5, 'in': 3, 'charging': 3, 'phone': 3, 'also': 3, 'is': 3, 'good': 3, 'for': 2, 'bad': 2, 'hours': 2, 'similar': 2, 'are': 2, 'while': 2, 'value': 1, 'money': 1, 'a': 1, 'fast': 1, 'take': 1, '4': 1, 'to5': 1, 'battery': 1, 'back': 1, 'enough': 1, 'drained': 1, '8': 1, 'as': 1, 'my': 1, 'earlier': 1, 'screen': 1, 'display': 1, 'up': 1, 'to': 1, 'mark': 1, 'pixels': 1, 'average': 1, 'sound': 1, 'quality': 1, 'both': 1, 'speakers': 1, 'voice': 1, 'clarity': 1, 'slow': 1, 'operating': 1, 'taking': 1, 'pause': 1, 'using': 1, 'there': 1, 'option': 1, 'other': 1, 'brands': 1, 'at': 1, 'prices': 1})"
Useless Service from Amazon,1,I always think 10times before I order anything expensive from Amazon because I have got a bad product. But this time dont know why I didn't give a thought. This model of Samsung M12 was available in Amazon only and guess what I received manufacturing defective piece. Seems like Amazon is pleasing customers by making things available in advance which turn out to be defective. Samsung also does not take responsibility of replaceling their defective piece with a new one.,Useless Service from Amazon I always think 10times before I order anything expensive from Amazon because I have got a bad product. But this time dont know why I didn't give a thought. This model of Samsung M12 was available in Amazon only and guess what I received manufacturing defective piece. Seems like Amazon is pleasing customers by making things available in advance which turn out to be defective. Samsung also does not take responsibility of replaceling their defective piece with a new one.,"Counter({'i': 5, 'amazon': 4, 'a': 3, 'defective': 3, 'from': 2, 'this': 2, 'of': 2, 'samsung': 2, 'available': 2, 'in': 2, 'piece': 2, 'useless': 1, 'service': 1, 'always': 1, 'think': 1, '10times': 1, 'before': 1, 'order': 1, 'anything': 1, 'expensive': 1, 'because': 1, 'have': 1, 'got': 1, 'bad': 1, 'product': 1, 'but': 1, 'time': 1, 'dont': 1, 'know': 1, 'why': 1, 'didn': 1, 't': 1, 'give': 1, 'thought': 1, 'model': 1, 'm12': 1, 'was': 1, 'only': 1, 'and': 1, 'guess': 1, 'what': 1, 'received': 1, 'manufacturing': 1, 'seems': 1, 'like': 1, 'is': 1, 'pleasing': 1, 'customers': 1, 'by': 1, 'making': 1, 'things': 1, 'advance': 1, 'which': 1, 'turn': 1, 'out': 1, 'to': 1, 'be': 1, 'also': 1, 'does': 1, 'not': 1, 'take': 1, 'responsibility': 1, 'replaceling': 1, 'their': 1, 'with': 1, 'new': 1, 'one': 1})"
Bluetooth connectivity issue in Samsung M12 mobile and it also not supports 5G.,2,There is a Bluetooth connectivity issue in Samsung M12 mobile and it also not supports 5G. Big drawback for this product. I never expected from Samsung that this type of issue will come with phone. I don't know why bluetooth is not supporting to all device. Please provide the Bluetooth connectivity solutions.,Bluetooth connectivity issue in Samsung M12 mobile and it also not supports 5G. There is a Bluetooth connectivity issue in Samsung M12 mobile and it also not supports 5G. Big drawback for this product. I never expected from Samsung that this type of issue will come with phone. I don't know why bluetooth is not supporting to all device. Please provide the Bluetooth connectivity solutions.,"Counter({'bluetooth': 4, 'connectivity': 3, 'issue': 3, 'samsung': 3, 'not': 3, 'in': 2, 'm12': 2, 'mobile': 2, 'and': 2, 'it': 2, 'also': 2, 'supports': 2, '5g': 2, 'is': 2, 'this': 2, 'i': 2, 'there': 1, 'a': 1, 'big': 1, 'drawback': 1, 'for': 1, 'product': 1, 'never': 1, 'expected': 1, 'from': 1, 'that': 1, 'type': 1, 'of': 1, 'will': 1, 'come': 1, 'with': 1, 'phone': 1, 'don': 1, 't': 1, 'know': 1, 'why': 1, 'supporting': 1, 'to': 1, 'all': 1, 'device': 1, 'please': 1, 'provide': 1, 'the': 1, 'solutions': 1})"
Delivers for the price range but please don't compare it with Samsung's high end offerings,5,"Haven't used it for too long but from the current usage these are the observations1. Battery life is good,  used it to stream movies and music but still worked out fine.2. Camera is ok, again based on specs for the price range.3. Would have liked better packaging and a back cover atleast.","Delivers for the price range but please don't compare it with Samsung's high end offerings Haven't used it for too long but from the current usage these are the observations1. Battery life is good,  used it to stream movies and music but still worked out fine.2. Camera is ok, again based on specs for the price range.3. Would have liked better packaging and a back cover atleast.","Counter({'the': 4, 'for': 3, 'but': 3, 'it': 3, 'price': 2, 'range': 2, 't': 2, 'used': 2, 'is': 2, 'and': 2, 'delivers': 1, 'please': 1, 'don': 1, 'compare': 1, 'with': 1, 'samsung': 1, 's': 1, 'high': 1, 'end': 1, 'offerings': 1, 'haven': 1, 'too': 1, 'long': 1, 'from': 1, 'current': 1, 'usage': 1, 'these': 1, 'are': 1, 'observations1': 1, 'battery': 1, 'life': 1, 'good': 1, 'to': 1, 'stream': 1, 'movies': 1, 'music': 1, 'still': 1, 'worked': 1, 'out': 1, 'fine': 1, '2': 1, 'camera': 1, 'ok': 1, 'again': 1, 'based': 1, 'on': 1, 'specs': 1, '3': 1, 'would': 1, 'have': 1, 'liked': 1, 'better': 1, 'packaging': 1, 'a': 1, 'back': 1, 'cover': 1, 'atleast': 1})"
"Not even 6 months , display lost , worst phone ever",1,"Brought this phone in Apr 2021 , kept it for charging when the battery was down and after after hours the display was gone . Don’t suggest anyone to buy this phone .","Not even 6 months , display lost , worst phone ever Brought this phone in Apr 2021 , kept it for charging when the battery was down and after after hours the display was gone . Don’t suggest anyone to buy this phone .","Counter({'phone': 3, 'display': 2, 'this': 2, 'the': 2, 'was': 2, 'after': 2, 'not': 1, 'even': 1, '6': 1, 'months': 1, 'lost': 1, 'worst': 1, 'ever': 1, 'brought': 1, 'in': 1, 'apr': 1, '2021': 1, 'kept': 1, 'it': 1, 'for': 1, 'charging': 1, 'when': 1, 'battery': 1, 'down': 1, 'and': 1, 'hours': 1, 'gone': 1, 'don': 1, 't': 1, 'suggest': 1, 'anyone': 1, 'to': 1, 'buy': 1})"
Excellent Mobile & looks Slim and Stylish,5,I've been using this for some days now and I have to say it's been great. The phone is really sleek and screen resolution is very good. Camera is excellent in Good lighting... Under poor light or night time it may not do so well. Phone is really beautiful though.,Excellent Mobile & looks Slim and Stylish I've been using this for some days now and I have to say it's been great. The phone is really sleek and screen resolution is very good. Camera is excellent in Good lighting... Under poor light or night time it may not do so well. Phone is really beautiful though.,"Counter({'is': 4, 'and': 3, 'excellent': 2, 'i': 2, 'been': 2, 'it': 2, 'phone': 2, 'really': 2, 'good': 2, 'mobile': 1, 'looks': 1, 'slim': 1, 'stylish': 1, 've': 1, 'using': 1, 'this': 1, 'for': 1, 'some': 1, 'days': 1, 'now': 1, 'have': 1, 'to': 1, 'say': 1, 's': 1, 'great': 1, 'the': 1, 'sleek': 1, 'screen': 1, 'resolution': 1, 'very': 1, 'camera': 1, 'in': 1, 'lighting': 1, 'under': 1, 'poor': 1, 'light': 1, 'or': 1, 'night': 1, 'time': 1, 'may': 1, 'not': 1, 'do': 1, 'so': 1, 'well': 1, 'beautiful': 1, 'though': 1})"
Not up to mark,1,"6Gb,128 GB phone was much slow than my old phone of 2Gb, 32Gb.Don't go by specifications only, performance not matching for this model.Thanks to Amazon for returning the product.","Not up to mark 6Gb,128 GB phone was much slow than my old phone of 2Gb, 32Gb.Don't go by specifications only, performance not matching for this model.Thanks to Amazon for returning the product.","Counter({'not': 2, 'to': 2, 'phone': 2, 'for': 2, 'up': 1, 'mark': 1, '6gb': 1, '128': 1, 'gb': 1, 'was': 1, 'much': 1, 'slow': 1, 'than': 1, 'my': 1, 'old': 1, 'of': 1, '2gb': 1, '32gb': 1, 'don': 1, 't': 1, 'go': 1, 'by': 1, 'specifications': 1, 'only': 1, 'performance': 1, 'matching': 1, 'this': 1, 'model': 1, 'thanks': 1, 'amazon': 1, 'returning': 1, 'the': 1, 'product': 1})"
Gaming performance is low,4,"The media could not be loaded.
                




   Gaming wise very poor","Gaming performance is low The media could not be loaded.
                




   Gaming wise very poor","Counter({'gaming': 2, 'performance': 1, 'is': 1, 'low': 1, 'the': 1, 'media': 1, 'could': 1, 'not': 1, 'be': 1, 'loaded': 1, 'wise': 1, 'very': 1, 'poor': 1})"
decent budget friendly phone with decent above average camera,4,"Uhh...the fingerprint scanner is good but i am not a fan of side mounted fingerprint scanner....so thats why the 4 stars... otherwise, everything is fine looking at the price.... though the phone is a bit heavy and bulkier than my other phones.","decent budget friendly phone with decent above average camera Uhh...the fingerprint scanner is good but i am not a fan of side mounted fingerprint scanner....so thats why the 4 stars... otherwise, everything is fine looking at the price.... though the phone is a bit heavy and bulkier than my other phones.","Counter({'the': 4, 'is': 3, 'decent': 2, 'phone': 2, 'fingerprint': 2, 'scanner': 2, 'a': 2, 'budget': 1, 'friendly': 1, 'with': 1, 'above': 1, 'average': 1, 'camera': 1, 'uhh': 1, 'good': 1, 'but': 1, 'i': 1, 'am': 1, 'not': 1, 'fan': 1, 'of': 1, 'side': 1, 'mounted': 1, 'so': 1, 'thats': 1, 'why': 1, '4': 1, 'stars': 1, 'otherwise': 1, 'everything': 1, 'fine': 1, 'looking': 1, 'at': 1, 'price': 1, 'though': 1, 'bit': 1, 'heavy': 1, 'and': 1, 'bulkier': 1, 'than': 1, 'my': 1, 'other': 1, 'phones': 1})"
Great budget phone,4,"Overall it's the best phone for the price range. Battery life is a blast, sometimes I can go without charging for 2 days on a 2-3 hour screen time. If you start the day at 100, after heavy use you will still be left with the battery at the end of the day.The camera is pretty good too, but not great. I'd say a 4/5 for the camera.The phone is kinda heavy if you are not used to heavy phones then take care for the first 1-2 weeks.","Great budget phone Overall it's the best phone for the price range. Battery life is a blast, sometimes I can go without charging for 2 days on a 2-3 hour screen time. If you start the day at 100, after heavy use you will still be left with the battery at the end of the day.The camera is pretty good too, but not great. I'd say a 4/5 for the camera.The phone is kinda heavy if you are not used to heavy phones then take care for the first 1-2 weeks.","Counter({'the': 10, 'for': 4, 'phone': 3, 'is': 3, 'a': 3, '2': 3, 'you': 3, 'heavy': 3, 'great': 2, 'battery': 2, 'i': 2, 'if': 2, 'day': 2, 'at': 2, 'camera': 2, 'not': 2, 'budget': 1, 'overall': 1, 'it': 1, 's': 1, 'best': 1, 'price': 1, 'range': 1, 'life': 1, 'blast': 1, 'sometimes': 1, 'can': 1, 'go': 1, 'without': 1, 'charging': 1, 'days': 1, 'on': 1, '3': 1, 'hour': 1, 'screen': 1, 'time': 1, 'start': 1, '100': 1, 'after': 1, 'use': 1, 'will': 1, 'still': 1, 'be': 1, 'left': 1, 'with': 1, 'end': 1, 'of': 1, 'pretty': 1, 'good': 1, 'too': 1, 'but': 1, 'd': 1, 'say': 1, '4': 1, '5': 1, 'kinda': 1, 'are': 1, 'used': 1, 'to': 1, 'phones': 1, 'then': 1, 'take': 1, 'care': 1, 'first': 1, '1': 1, 'weeks': 1})"
A total package with limitations,4,"At this cost, this phone is awesome. Camera, Screen, Battery everything is awesome. However, on careful inspection some sensors are missing when compared to Xiaomi and other Chinese brands.","A total package with limitations At this cost, this phone is awesome. Camera, Screen, Battery everything is awesome. However, on careful inspection some sensors are missing when compared to Xiaomi and other Chinese brands.","Counter({'this': 2, 'is': 2, 'awesome': 2, 'a': 1, 'total': 1, 'package': 1, 'with': 1, 'limitations': 1, 'at': 1, 'cost': 1, 'phone': 1, 'camera': 1, 'screen': 1, 'battery': 1, 'everything': 1, 'however': 1, 'on': 1, 'careful': 1, 'inspection': 1, 'some': 1, 'sensors': 1, 'are': 1, 'missing': 1, 'when': 1, 'compared': 1, 'to': 1, 'xiaomi': 1, 'and': 1, 'other': 1, 'chinese': 1, 'brands': 1})"
"Does not support higher WiFi band width 5.0 Ghz, so users won't get higher Wifi speed",1,"There is no option for WIFI 5.0 Ghz in this phone. Now-a-days almost all of us have dual band Wifi router in our homes/offices. But this phone will only work with lower speed and lower bandwidth 2.4 Ghz. It cannot detect the higher bandwidth 5.0 Ghz, so you won't get higher Wifi speed","Does not support higher WiFi band width 5.0 Ghz, so users won't get higher Wifi speed There is no option for WIFI 5.0 Ghz in this phone. Now-a-days almost all of us have dual band Wifi router in our homes/offices. But this phone will only work with lower speed and lower bandwidth 2.4 Ghz. It cannot detect the higher bandwidth 5.0 Ghz, so you won't get higher Wifi speed","Counter({'wifi': 5, 'higher': 4, 'ghz': 4, '5': 3, '0': 3, 'speed': 3, 'band': 2, 'so': 2, 'won': 2, 't': 2, 'get': 2, 'in': 2, 'this': 2, 'phone': 2, 'lower': 2, 'bandwidth': 2, 'does': 1, 'not': 1, 'support': 1, 'width': 1, 'users': 1, 'there': 1, 'is': 1, 'no': 1, 'option': 1, 'for': 1, 'now': 1, 'a': 1, 'days': 1, 'almost': 1, 'all': 1, 'of': 1, 'us': 1, 'have': 1, 'dual': 1, 'router': 1, 'our': 1, 'homes': 1, 'offices': 1, 'but': 1, 'will': 1, 'only': 1, 'work': 1, 'with': 1, 'and': 1, '2': 1, '4': 1, 'it': 1, 'cannot': 1, 'detect': 1, 'the': 1, 'you': 1})"
Best 4gb Ram phone,5,Pros..Battery stays more than a day at a full recharge.. (Usage : medium)New sensors for motion gestures..Viewing angles nice.Camera - decentCons:Slightly thicker nd weigher..After two days it wasn't noticeable...Verdict: Go for it..,Best 4gb Ram phone Pros..Battery stays more than a day at a full recharge.. (Usage : medium)New sensors for motion gestures..Viewing angles nice.Camera - decentCons:Slightly thicker nd weigher..After two days it wasn't noticeable...Verdict: Go for it..,"Counter({'a': 2, 'for': 2, 'it': 2, 'best': 1, '4gb': 1, 'ram': 1, 'phone': 1, 'pros': 1, 'battery': 1, 'stays': 1, 'more': 1, 'than': 1, 'day': 1, 'at': 1, 'full': 1, 'recharge': 1, 'usage': 1, 'medium': 1, 'new': 1, 'sensors': 1, 'motion': 1, 'gestures': 1, 'viewing': 1, 'angles': 1, 'nice': 1, 'camera': 1, 'decentcons': 1, 'slightly': 1, 'thicker': 1, 'nd': 1, 'weigher': 1, 'after': 1, 'two': 1, 'days': 1, 'wasn': 1, 't': 1, 'noticeable': 1, 'verdict': 1, 'go': 1})"
UI Totally waste.,2,Worst UI experience from samsung.1. Basic app lock setting missing.2. Data disconnected while in a call.3. While using Amazon custome care chat keyboard hide the typed content.4. SMS selects the recent caller option missing.5. You can't off the alarm for one particular day. You have to off then on the alarm again.5. Unnecessary samsung apps occupy the space which you not even open in your lifetime.,UI Totally waste. Worst UI experience from samsung.1. Basic app lock setting missing.2. Data disconnected while in a call.3. While using Amazon custome care chat keyboard hide the typed content.4. SMS selects the recent caller option missing.5. You can't off the alarm for one particular day. You have to off then on the alarm again.5. Unnecessary samsung apps occupy the space which you not even open in your lifetime.,"Counter({'the': 5, 'you': 3, 'ui': 2, 'samsung': 2, 'missing': 2, 'while': 2, 'in': 2, '5': 2, 'off': 2, 'alarm': 2, 'totally': 1, 'waste': 1, 'worst': 1, 'experience': 1, 'from': 1, '1': 1, 'basic': 1, 'app': 1, 'lock': 1, 'setting': 1, '2': 1, 'data': 1, 'disconnected': 1, 'a': 1, 'call': 1, '3': 1, 'using': 1, 'amazon': 1, 'custome': 1, 'care': 1, 'chat': 1, 'keyboard': 1, 'hide': 1, 'typed': 1, 'content': 1, '4': 1, 'sms': 1, 'selects': 1, 'recent': 1, 'caller': 1, 'option': 1, 'can': 1, 't': 1, 'for': 1, 'one': 1, 'particular': 1, 'day': 1, 'have': 1, 'to': 1, 'then': 1, 'on': 1, 'again': 1, 'unnecessary': 1, 'apps': 1, 'occupy': 1, 'space': 1, 'which': 1, 'not': 1, 'even': 1, 'open': 1, 'your': 1, 'lifetime': 1})"
